8,8,-0.375,A0
8,9,-0.385594652317473,9D
8,A,-0.397583617650433,9A
8,B,-0.411096157755324,97
8,C,-0.426208191174783,93
8,D,-0.442899874390046,8F
8,E,-0.461010434811315,8A
8,F,-0.480208287919717,85
8,0,0.5,7F
8,1,0.480208287919717,7A
8,2,0.461010434811315,75
8,3,0.442899874390046,70
8,4,0.426208191174783,6C
8,5,0.411096157755324,68
8,6,0.397583617650433,65
8,7,0.385594652317473,62
9,8,-0.364405347682527,A3
9,9,-0.375,A0
9,A,-0.387218625986099,9D
9,B,-0.401284228355627,99
9,C,-0.417375329730716,95
9,D,-0.435559470795422,90
9,E,-0.455707233608548,8B
9,F,-0.477416382349567,86
9,0,0.5,7F
9,1,0.477416382349567,79
9,2,0.455707233608548,74
9,3,0.435559470795422,6F
9,4,0.417375329730716,6A
9,5,0.401284228355627,66
9,6,0.387218625986099,62
9,7,0.375,5F
A,8,-0.352416382349567,A6
A,9,-0.362781374013901,A3
A,A,-0.375,A0
A,B,-0.389428969188152,9C
A,C,-0.406416479094501,98
A,D,-0.426208191174783,93
A,E,-0.448791808825217,8D
A,F,-0.473715771644373,87
A,0,0.5,7F
A,1,0.473715771644373,78
A,2,0.448791808825217,72
A,3,0.426208191174783,6C
A,4,0.406416479094501,67
A,5,0.389428969188152,63
A,6,0.375,5F
A,7,0.362781374013901,5C
B,8,-0.338903842244676,A9
B,9,-0.348715771644373,A7
B,A,-0.360571030811848,A4
B,B,-0.375,A0
B,C,-0.392611643738639,9B
B,D,-0.413989565188685,96
B,E,-0.439440529204578,8F
B,F,-0.468583520905499,88
B,0,0.5,7F
B,1,0.468583520905499,77
B,2,0.439440529204578,70
B,3,0.413989565188685,69
B,4,0.392611643738639,64
B,5,0.375,5F
B,6,0.360571030811848,5B
B,7,0.348715771644373,58
C,8,-0.323791808825217,AD
C,9,-0.332624670269284,AB
C,A,-0.343583520905499,A8
C,B,-0.357388356261361,A4
C,C,-0.375,A0
C,D,-0.397583617650433,9A
C,E,-0.426208191174783,93
C,F,-0.461010434811315,8A
C,0,0.5,7F
C,1,0.461010434811315,75
C,2,0.426208191174783,6C
C,3,0.397583617650433,65
C,4,0.375,5F
C,5,0.357388356261361,5B
C,6,0.343583520905499,57
C,7,0.332624670269284,54
D,8,-0.307100125609954,B1
D,9,-0.314440529204578,AF
D,A,-0.323791808825217,AD
D,B,-0.336010434811315,AA
D,C,-0.352416382349567,A6
D,D,-0.375,A0
D,E,-0.406416479094501,98
D,F,-0.448791808825217,8D
D,0,0.5,7F
D,1,0.448791808825217,72
D,2,0.406416479094501,67
D,3,0.375,5F
D,4,0.352416382349567,59
D,5,0.336010434811315,55
D,6,0.323791808825217,52
D,7,0.314440529204578,50
E,8,-0.288989565188685,B6
E,9,-0.294292766391452,B4
E,A,-0.301208191174783,B3
E,B,-0.310559470795422,B0
E,C,-0.323791808825217,AD
E,D,-0.343583520905499,A8
E,E,-0.375,A0
E,F,-0.426208191174783,93
E,0,0.5,7F
E,1,0.426208191174783,6C
E,2,0.375,5F
E,3,0.343583520905499,57
E,4,0.323791808825217,52
E,5,0.310559470795422,4F
E,6,0.301208191174783,4C
E,7,0.294292766391452,4B
F,8,-0.269791712080283,BB
F,9,-0.272583617650433,BA
F,A,-0.276284228355627,B9
F,B,-0.281416479094501,B8
F,C,-0.288989565188685,B6
F,D,-0.301208191174783,B3
F,E,-0.323791808825217,AD
F,F,-0.375,A0
F,0,0.5,7F
F,1,0.375,5F
F,2,0.323791808825217,52
F,3,0.301208191174783,4C
F,4,0.288989565188685,49
F,5,0.281416479094501,47
F,6,0.276284228355627,46
F,7,0.272583617650433,45
0,8,-0.25,C0
0,9,-0.25,C0
0,A,-0.25,C0
0,B,-0.25,C0
0,C,-0.25,C0
0,D,-0.25,C0
0,E,-0.25,C0
0,F,-0.25,C0
0,0,0,00
0,1,0.25,3F
0,2,0.25,3F
0,3,0.25,3F
0,4,0.25,3F
0,5,0.25,3F
0,6,0.25,3F
0,7,0.25,3F
1,8,-0.230208287919717,C5
1,9,-0.227416382349567,C6
1,A,-0.223715771644373,C6
1,B,-0.218583520905499,C8
1,C,-0.211010434811315,CA
1,D,-0.198791808825217,CD
1,E,-0.176208191174783,D3
1,F,-0.125,E0
1,0,0,00
1,1,0.125,1F
1,2,0.176208191174783,2C
1,3,0.198791808825217,32
1,4,0.211010434811315,35
1,5,0.218583520905499,37
1,6,0.223715771644373,39
1,7,0.227416382349567,39
2,8,-0.211010434811315,CA
2,9,-0.205707233608548,CB
2,A,-0.198791808825217,CD
2,B,-0.189440529204578,CF
2,C,-0.176208191174783,D3
2,D,-0.156416479094501,D8
2,E,-0.125,E0
2,F,-0.073791808825217,ED
2,0,0,00
2,1,0.073791808825217,12
2,2,0.125,1F
2,3,0.156416479094501,27
2,4,0.176208191174783,2C
2,5,0.189440529204578,30
2,6,0.198791808825217,32
2,7,0.205707233608548,34
3,8,-0.192899874390046,CE
3,9,-0.185559470795422,D0
3,A,-0.176208191174783,D3
3,B,-0.163989565188685,D6
3,C,-0.147583617650433,DA
3,D,-0.125,E0
3,E,-0.093583520905499,E8
3,F,-0.051208191174783,F2
3,0,0,00
3,1,0.051208191174783,0D
3,2,0.093583520905499,17
3,3,0.125,1F
3,4,0.147583617650433,25
3,5,0.163989565188685,29
3,6,0.176208191174783,2C
3,7,0.185559470795422,2F
4,8,-0.176208191174783,D3
4,9,-0.167375329730716,D5
4,A,-0.156416479094501,D8
4,B,-0.142611643738639,DB
4,C,-0.125,E0
4,D,-0.102416382349567,E5
4,E,-0.073791808825217,ED
4,F,-0.038989565188685,F6
4,0,0,00
4,1,0.038989565188685,09
4,2,0.073791808825217,12
4,3,0.102416382349567,1A
4,4,0.125,1F
4,5,0.142611643738639,24
4,6,0.156416479094501,27
4,7,0.167375329730716,2A
5,8,-0.161096157755324,D6
5,9,-0.151284228355627,D9
5,A,-0.139428969188152,DC
5,B,-0.125,E0
5,C,-0.107388356261361,E4
5,D,-0.086010434811315,EA
5,E,-0.060559470795422,F0
5,F,-0.031416479094501,F7
5,0,0,00
5,1,0.031416479094501,08
5,2,0.060559470795422,0F
5,3,0.086010434811315,15
5,4,0.107388356261361,1B
5,5,0.125,1F
5,6,0.139428969188152,23
5,7,0.151284228355627,26
6,8,-0.147583617650433,DA
6,9,-0.137218625986099,DD
6,A,-0.125,E0
6,B,-0.110571030811848,E3
6,C,-0.093583520905499,E8
6,D,-0.073791808825217,ED
6,E,-0.051208191174783,F2
6,F,-0.026284228355627,F9
6,0,0,00
6,1,0.026284228355627,06
6,2,0.051208191174783,0D
6,3,0.073791808825217,12
6,4,0.093583520905499,17
6,5,0.110571030811848,1C
6,6,0.125,1F
6,7,0.137218625986099,22
7,8,-0.135594652317473,DD
7,9,-0.125,E0
7,A,-0.112781374013901,E3
7,B,-0.098715771644373,E6
7,C,-0.082624670269284,EA
7,D,-0.064440529204578,EF
7,E,-0.044292766391452,F4
7,F,-0.022583617650433,FA
7,0,0,00
7,1,0.022583617650433,05
7,2,0.044292766391452,0B
7,3,0.064440529204578,10
7,4,0.082624670269284,15
7,5,0.098715771644373,19
7,6,0.112781374013901,1C
7,7,0.125,1F
